first_week_day,last_week_day,age_group,gender,weekly_tests_num,weekly_newly_tested,weekly_cases,weekly_deceased
27/09/2020,03/10/2020,60-64,זכר,5596,2630,754,0
27/09/2020,03/10/2020,60-64,לא ידוע,0,0,0,0
27/09/2020,03/10/2020,65-69,נקבה,5665,2067,469,0
27/09/2020,03/10/2020,65-69,זכר,4806,2107,631,15
27/09/2020,03/10/2020,65-69,לא ידוע,0,0,0,0
27/09/2020,03/10/2020,70-74,זכר,3929,1563,452,23
27/09/2020,03/10/2020,70-74,נקבה,4672,1560,332,0
27/09/2020,03/10/2020,70-74,לא ידוע,0,0,0,0
27/09/2020,03/10/2020,75-79,נקבה,3059,864,237,0
27/09/2020,03/10/2020,75-79,זכר,2315,795,241,25
27/09/2020,03/10/2020,75-79,לא ידוע,0,0,0,0
27/09/2020,03/10/2020,80+,לא ידוע,0,0,0,0
27/09/2020,03/10/2020,80+,נקבה,11402,1431,431,60
27/09/2020,03/10/2020,80+,זכר,5465,1099,373,71
27/09/2020,03/10/2020,NULL,נקבה,1568,1135,110,0
27/09/2020,03/10/2020,NULL,לא ידוע,177,148,31,0
27/09/2020,03/10/2020,NULL,זכר,1710,1214,120,0
04/10/2020,10/10/2020,0-19,נקבה,30038,15765,3940,0
04/10/2020,10/10/2020,0-19,לא ידוע,266,177,45,0
04/10/2020,10/10/2020,0-19,זכר,31485,16052,4182,0
04/10/2020,10/10/2020,20-24,לא ידוע,0,0,0,0
04/10/2020,10/10/2020,20-24,זכר,10951,5077,1415,0
04/10/2020,10/10/2020,20-24,נקבה,11501,5266,1242,0
04/10/2020,10/10/2020,25-29,נקבה,11840,4646,946,0
04/10/2020,10/10/2020,25-29,לא ידוע,0,0,0,0
04/10/2020,10/10/2020,25-29,זכר,10229,4520,1093,0
04/10/2020,10/10/2020,30-34,לא ידוע,29,0,0,0
04/10/2020,10/10/2020,30-34,נקבה,11109,4110,790,0
04/10/2020,10/10/2020,30-34,זכר,9229,3885,900,0
04/10/2020,10/10/2020,35-39,זכר,8233,3430,790,0
04/10/2020,10/10/2020,35-39,נקבה,10346,3546,747,0
04/10/2020,10/10/2020,35-39,לא ידוע,37,0,0,0
04/10/2020,10/10/2020,40-44,לא ידוע,26,0,0,0
04/10/2020,10/10/2020,40-44,זכר,7515,3190,746,0
04/10/2020,10/10/2020,40-44,נקבה,10361,3439,741,0
04/10/2020,10/10/2020,45-49,נקבה,10513,3276,695,0
04/10/2020,10/10/2020,45-49,לא ידוע,20,0,0,0
04/10/2020,10/10/2020,45-49,זכר,7199,3102,695,0
04/10/2020,10/10/2020,50-54,לא ידוע,0,0,0,0
04/10/2020,10/10/2020,50-54,נקבה,9972,2897,558,0
04/10/2020,10/10/2020,50-54,זכר,6318,2694,584,0
04/10/2020,10/10/2020,55-59,נקבה,9066,2631,532,0
04/10/2020,10/10/2020,55-59,זכר,5891,2463,564,0
04/10/2020,10/10/2020,55-59,לא ידוע,0,0,0,0
04/10/2020,10/10/2020,60-64,נקבה,7787,2314,426,0
04/10/2020,10/10/2020,60-64,זכר,5650,2300,538,0
04/10/2020,10/10/2020,60-64,לא ידוע,0,0,0,0
04/10/2020,10/10/2020,65-69,נקבה,6252,1917,362,0
04/10/2020,10/10/2020,65-69,זכר,5140,1993,449,0
04/10/2020,10/10/2020,65-69,לא ידוע,0,0,0,0
04/10/2020,10/10/2020,70-74,זכר,4195,1404,340,23
04/10/2020,10/10/2020,70-74,נקבה,5335,1592,313,0
04/10/2020,10/10/2020,70-74,לא ידוע,0,0,0,0
04/10/2020,10/10/2020,75-79,נקבה,3370,851,179,18
04/10/2020,10/10/2020,75-79,זכר,2685,836,203,15
04/10/2020,10/10/2020,75-79,לא ידוע,0,0,0,0
04/10/2020,10/10/2020,80+,לא ידוע,39,0,0,0
04/10/2020,10/10/2020,80+,נקבה,13194,1477,395,66
04/10/2020,10/10/2020,80+,זכר,6326,1146,298,75
04/10/2020,10/10/2020,NULL,נקבה,1499,1036,80,0
04/10/2020,10/10/2020,NULL,לא ידוע,159,121,25,0
04/10/2020,10/10/2020,NULL,זכר,1715,1149,122,0
11/10/2020,17/10/2020,0-19,נקבה,22298,10539,2049,0
11/10/2020,17/10/2020,0-19,לא ידוע,152,87,20,0
11/10/2020,17/10/2020,0-19,זכר,24105,11293,2072,0
11/10/2020,17/10/2020,20-24,לא ידוע,0,0,0,0
11/10/2020,17/10/2020,20-24,זכר,8655,3753,719,0
11/10/2020,17/10/2020,20-24,נקבה,9776,4061,661,0
11/10/2020,17/10/2020,25-29,נקבה,10571,3836,535,0
11/10/2020,17/10/2020,25-29,לא ידוע,18,0,0,0
11/10/2020,17/10/2020,25-29,זכר,8337,3312,506,0
11/10/2020,17/10/2020,30-34,לא ידוע,34,0,0,0
11/10/2020,17/10/2020,30-34,נקבה,10532,3745,437,0
11/10/2020,17/10/2020,30-34,זכר,7783,3055,411,0
11/10/2020,17/10/2020,35-39,זכר,7024,2612,373,0
11/10/2020,17/10/2020,35-39,נקבה,10188,3439,405,0
11/10/2020,17/10/2020,35-39,לא ידוע,37,0,0,0
11/10/2020,17/10/2020,40-44,לא ידוע,28,0,0,0
11/10/2020,17/10/2020,40-44,זכר,6540,2532,345,0
11/10/2020,17/10/2020,40-44,נקבה,10367,3333,380,0
11/10/2020,17/10/2020,45-49,נקבה,10774,3355,343,0
11/10/2020,17/10/2020,45-49,לא ידוע,23,0,0,0
11/10/2020,17/10/2020,45-49,זכר,6404,2393,310,0
11/10/2020,17/10/2020,50-54,לא ידוע,0,0,0,0
11/10/2020,17/10/2020,50-54,נקבה,10233,3080,329,0
11/10/2020,17/10/2020,50-54,זכר,5789,2276,278,0
11/10/2020,17/10/2020,55-59,נקבה,9630,2859,271,0
11/10/2020,17/10/2020,55-59,זכר,5289,1990,263,0
11/10/2020,17/10/2020,55-59,לא ידוע,0,0,0,0
11/10/2020,17/10/2020,60-64,נקבה,8187,2448,220,0
11/10/2020,17/10/2020,60-64,זכר,5166,1933,222,0
11/10/2020,17/10/2020,60-64,לא ידוע,0,0,0,0
11/10/2020,17/10/2020,65-69,נקבה,6311,2034,161,0
11/10/2020,17/10/2020,65-69,זכר,4758,1766,203,19
11/10/2020,17/10/2020,65-69,לא ידוע,0,0,0,0
11/10/2020,17/10/2020,70-74,זכר,4209,1532,155,29
11/10/2020,17/10/2020,70-74,נקבה,5053,1495,126,0
11/10/2020,17/10/2020,70-74,לא ידוע,0,0,0,0
11/10/2020,17/10/2020,75-79,נקבה,3159,793,104,0
11/10/2020,17/10/2020,75-79,זכר,2521,790,103,18
11/10/2020,17/10/2020,75-79,לא ידוע,0,0,0,0
11/10/2020,17/10/2020,80+,לא ידוע,19,0,0,0
11/10/2020,17/10/2020,80+,נקבה,11474,1258,260,52
11/10/2020,17/10/2020,80+,זכר,5457,994,149,77
11/10/2020,17/10/2020,NULL,נקבה,1538,1094,77,0
11/10/2020,17/10/2020,NULL,לא ידוע,208,168,19,0
11/10/2020,17/10/2020,NULL,זכר,1672,1135,61,0
18/10/2020,24/10/2020,0-19,נקבה,16649,8323,1013,0
18/10/2020,24/10/2020,0-19,לא ידוע,83,41,0,0
18/10/2020,24/10/2020,0-19,זכר,29270,13160,1145,0
18/10/2020,24/10/2020,20-24,לא ידוע,0,0,0,0
18/10/2020,24/10/2020,20-24,זכר,10409,3983,366,0
18/10/2020,24/10/2020,20-24,נקבה,8421,3622,342,0
18/10/2020,24/10/2020,25-29,נקבה,9871,3837,277,0
18/10/2020,24/10/2020,25-29,לא ידוע,21,0,0,0
18/10/2020,24/10/2020,25-29,זכר,7273,2814,247,0
18/10/2020,24/10/2020,30-34,לא ידוע,30,0,0,0
18/10/2020,24/10/2020,30-34,נקבה,9936,3818,257,0
18/10/2020,24/10/2020,30-34,זכר,7196,2853,250,0
18/10/2020,24/10/2020,35-39,זכר,6601,2639,217,0
18/10/2020,24/10/2020,35-39,נקבה,9785,3610,214,0
18/10/2020,24/10/2020,35-39,לא ידוע,41,0,0,0
18/10/2020,24/10/2020,40-44,לא ידוע,26,0,0,0
18/10/2020,24/10/2020,40-44,זכר,5923,2327,197,0
18/10/2020,24/10/2020,40-44,נקבה,9835,3415,205,0
18/10/2020,24/10/2020,45-49,נקבה,10435,3549,210,0
18/10/2020,24/10/2020,45-49,לא ידוע,23,0,0,0
18/10/2020,24/10/2020,45-49,זכר,5803,2308,205,0
18/10/2020,24/10/2020,50-54,לא ידוע,16,0,0,0
18/10/2020,24/10/2020,50-54,נקבה,9676,3140,184,0
18/10/2020,24/10/2020,50-54,זכר,5045,1935,154,0
18/10/2020,24/10/2020,55-59,נקבה,9081,2808,142,0
18/10/2020,24/10/2020,55-59,זכר,4678,1755,140,0
18/10/2020,24/10/2020,55-59,לא ידוע,20,0,0,0
18/10/2020,24/10/2020,60-64,נקבה,7834,2485,129,0
18/10/2020,24/10/2020,60-64,זכר,4625,1734,126,0
18/10/2020,24/10/2020,60-64,לא ידוע,0,0,0,0
18/10/2020,24/10/2020,65-69,נקבה,5936,2047,97,0
18/10/2020,24/10/2020,65-69,זכר,4213,1693,109,0
18/10/2020,24/10/2020,65-69,לא ידוע,0,0,0,0
18/10/2020,24/10/2020,70-74,זכר,3624,1423,80,20
18/10/2020,24/10/2020,70-74,נקבה,4568,1535,79,0
18/10/2020,24/10/2020,70-74,לא ידוע,0,0,0,0
18/10/2020,24/10/2020,75-79,נקבה,2635,787,50,0
18/10/2020,24/10/2020,75-79,זכר,2159,811,44,0
18/10/2020,24/10/2020,75-79,לא ידוע,0,0,0,0
18/10/2020,24/10/2020,80+,לא ידוע,0,0,0,0
18/10/2020,24/10/2020,80+,נקבה,8250,1114,142,46
18/10/2020,24/10/2020,80+,זכר,4076,916,91,63
18/10/2020,24/10/2020,NULL,נקבה,1604,1154,41,0
18/10/2020,24/10/2020,NULL,לא ידוע,233,193,0,0
18/10/2020,24/10/2020,NULL,זכר,1917,1409,45,0
25/10/2020,31/10/2020,0-19,נקבה,16635,8972,574,0
25/10/2020,31/10/2020,0-19,לא ידוע,107,64,0,0
25/10/2020,31/10/2020,0-19,זכר,24485,12328,699,0
25/10/2020,31/10/2020,20-24,לא ידוע,0,0,0,0
25/10/2020,31/10/2020,20-24,זכר,9169,3596,233,0
25/10/2020,31/10/2020,20-24,נקבה,7610,3141,260,0
25/10/2020,31/10/2020,25-29,נקבה,9714,3647,221,0
25/10/2020,31/10/2020,25-29,לא ידוע,0,0,0,0
25/10/2020,31/10/2020,25-29,זכר,7039,2918,181,0
25/10/2020,31/10/2020,30-34,לא ידוע,25,0,0,0
25/10/2020,31/10/2020,30-34,נקבה,10432,4024,159,0
25/10/2020,31/10/2020,30-34,זכר,7318,3118,147,0
25/10/2020,31/10/2020,35-39,זכר,6800,2884,142,0
25/10/2020,31/10/2020,35-39,נקבה,9986,3712,170,0
25/10/2020,31/10/2020,35-39,לא ידוע,30,0,0,0
25/10/2020,31/10/2020,40-44,לא ידוע,23,0,0,0
25/10/2020,31/10/2020,40-44,זכר,5958,2416,128,0
25/10/2020,31/10/2020,40-44,נקבה,9857,3372,159,0
25/10/2020,31/10/2020,45-49,נקבה,10073,3223,157,0
25/10/2020,31/10/2020,45-49,לא ידוע,16,0,0,0
25/10/2020,31/10/2020,45-49,זכר,5676,2296,129,0
25/10/2020,31/10/2020,50-54,לא ידוע,0,0,0,0
25/10/2020,31/10/2020,50-54,נקבה,9246,2726,139,0
25/10/2020,31/10/2020,50-54,זכר,4918,1992,111,0
25/10/2020,31/10/2020,55-59,נקבה,8581,2428,113,0
25/10/2020,31/10/2020,55-59,זכר,4550,1705,102,0
25/10/2020,31/10/2020,55-59,לא ידוע,0,0,0,0
25/10/2020,31/10/2020,60-64,נקבה,7279,2158,85,0
25/10/2020,31/10/2020,60-64,זכר,4421,1655,102,0
25/10/2020,31/10/2020,60-64,לא ידוע,0,0,0,0
25/10/2020,31/10/2020,65-69,נקבה,5437,1687,64,0
25/10/2020,31/10/2020,65-69,זכר,4161,1637,77,0
25/10/2020,31/10/2020,65-69,לא ידוע,0,0,0,0
25/10/2020,31/10/2020,70-74,זכר,3528,1328,54,0
25/10/2020,31/10/2020,70-74,נקבה,4328,1318,55,0
25/10/2020,31/10/2020,70-74,לא ידוע,0,0,0,0
25/10/2020,31/10/2020,75-79,נקבה,2372,635,36,0
25/10/2020,31/10/2020,75-79,זכר,1919,628,33,0
25/10/2020,31/10/2020,75-79,לא ידוע,0,0,0,0
25/10/2020,31/10/2020,80+,לא ידוע,18,0,0,0
25/10/2020,31/10/2020,80+,נקבה,8150,942,67,47
25/10/2020,31/10/2020,80+,זכר,4016,858,55,39
25/10/2020,31/10/2020,NULL,נקבה,1589,1160,29,0
25/10/2020,31/10/2020,NULL,לא ידוע,246,190,30,0
25/10/2020,31/10/2020,NULL,זכר,2150,1581,61,0
01/11/2020,07/11/2020,0-19,נקבה,17698,9989,595,0
01/11/2020,07/11/2020,0-19,לא ידוע,110,24,0,0
01/11/2020,07/11/2020,0-19,זכר,28749,11929,609,0
01/11/2020,07/11/2020,20-24,לא ידוע,0,0,0,0
01/11/2020,07/11/2020,20-24,זכר,9527,2974,208,0
01/11/2020,07/11/2020,20-24,נקבה,7139,2911,230,0
01/11/2020,07/11/2020,25-29,נקבה,9184,3381,214,0
01/11/2020,07/11/2020,25-29,לא ידוע,19,0,0,0
01/11/2020,07/11/2020,25-29,זכר,7452,2959,177,0
01/11/2020,07/11/2020,30-34,לא ידוע,36,0,0,0
01/11/2020,07/11/2020,30-34,נקבה,9667,3523,201,0
01/11/2020,07/11/2020,30-34,זכר,7381,3090,159,0
01/11/2020,07/11/2020,35-39,זכר,7082,2883,122,0
01/11/2020,07/11/2020,35-39,נקבה,9007,3050,154,0
01/11/2020,07/11/2020,35-39,לא ידוע,53,0,0,0
01/11/2020,07/11/2020,40-44,לא ידוע,28,0,0,0
01/11/2020,07/11/2020,40-44,זכר,6219,2599,144,0
01/11/2020,07/11/2020,40-44,נקבה,8838,2766,178,0
01/11/2020,07/11/2020,45-49,נקבה,8786,2558,177,0
01/11/2020,07/11/2020,45-49,לא ידוע,22,0,0,0
01/11/2020,07/11/2020,45-49,זכר,5771,2396,140,0
01/11/2020,07/11/2020,50-54,לא ידוע,0,0,0,0
01/11/2020,07/11/2020,50-54,נקבה,8035,2085,147,0
01/11/2020,07/11/2020,50-54,זכר,4883,1970,132,0
01/11/2020,07/11/2020,55-59,נקבה,7746,2007,121,0
01/11/2020,07/11/2020,55-59,זכר,4525,1764,120,0
01/11/2020,07/11/2020,55-59,לא ידוע,0,0,0,0
01/11/2020,07/11/2020,60-64,נקבה,6766,1756,85,0
01/11/2020,07/11/2020,60-64,זכר,4394,1709,82,0
01/11/2020,07/11/2020,60-64,לא ידוע,0,0,0,0
01/11/2020,07/11/2020,65-69,נקבה,5260,1604,83,0
01/11/2020,07/11/2020,65-69,זכר,4152,1721,65,0
01/11/2020,07/11/2020,65-69,לא ידוע,0,0,0,0
01/11/2020,07/11/2020,70-74,זכר,3592,1495,39,0
01/11/2020,07/11/2020,70-74,נקבה,4277,1309,57,0
01/11/2020,07/11/2020,70-74,לא ידוע,0,0,0,0
01/11/2020,07/11/2020,75-79,נקבה,2470,736,32,0
01/11/2020,07/11/2020,75-79,זכר,1907,755,30,0
01/11/2020,07/11/2020,75-79,לא ידוע,0,0,0,0
01/11/2020,07/11/2020,80+,לא ידוע,0,0,0,0
01/11/2020,07/11/2020,80+,נקבה,7267,892,75,34
01/11/2020,07/11/2020,80+,זכר,3671,877,44,20
01/11/2020,07/11/2020,NULL,נקבה,1304,909,26,0
01/11/2020,07/11/2020,NULL,לא ידוע,175,132,0,0
01/11/2020,07/11/2020,NULL,זכר,1860,1298,26,0
08/11/2020,14/11/2020,0-19,נקבה,22399,12150,580,0
08/11/2020,14/11/2020,0-19,לא ידוע,193,45,0,0
08/11/2020,14/11/2020,0-19,זכר,30588,14252,664,0
08/11/2020,14/11/2020,20-24,לא ידוע,0,0,0,0
08/11/2020,14/11/2020,20-24,זכר,7427,2503,199,0
08/11/2020,14/11/2020,20-24,נקבה,7677,2901,219,0
08/11/2020,14/11/2020,25-29,נקבה,9796,3508,231,0
08/11/2020,14/11/2020,25-29,לא ידוע,0,0,0,0
08/11/2020,14/11/2020,25-29,זכר,7248,2778,137,0
08/11/2020,14/11/2020,30-34,לא ידוע,25,0,0,0
08/11/2020,14/11/2020,30-34,נקבה,10859,3899,158,0
08/11/2020,14/11/2020,30-34,זכר,7975,3216,170,0
08/11/2020,14/11/2020,35-39,זכר,7862,3224,134,0
08/11/2020,14/11/2020,35-39,נקבה,10356,3689,170,0
08/11/2020,14/11/2020,35-39,לא ידוע,35,0,0,0
08/11/2020,14/11/2020,40-44,לא ידוע,20,0,0,0
08/11/2020,14/11/2020,40-44,זכר,6883,2921,170,0
08/11/2020,14/11/2020,40-44,נקבה,9600,3047,183,0
08/11/2020,14/11/2020,45-49,נקבה,9098,2566,166,0
08/11/2020,14/11/2020,45-49,לא ידוע,21,0,0,0
08/11/2020,14/11/2020,45-49,זכר,6169,2505,136,0
08/11/2020,14/11/2020,50-54,לא ידוע,0,0,0,0
08/11/2020,14/11/2020,50-54,נקבה,8192,2064,136,0
08/11/2020,14/11/2020,50-54,זכר,4917,1939,125,0
08/11/2020,14/11/2020,55-59,נקבה,7715,1883,110,0
08/11/2020,14/11/2020,55-59,זכר,4716,1822,114,0
08/11/2020,14/11/2020,55-59,לא ידוע,0,0,0,0
08/11/2020,14/11/2020,60-64,נקבה,6996,1952,100,0
08/11/2020,14/11/2020,60-64,זכר,4610,1855,86,0
08/11/2020,14/11/2020,60-64,לא ידוע,0,0,0,0
08/11/2020,14/11/2020,65-69,נקבה,5595,1826,79,0
08/11/2020,14/11/2020,65-69,זכר,4342,1897,80,0
08/11/2020,14/11/2020,65-69,לא ידוע,0,0,0,0
08/11/2020,14/11/2020,70-74,זכר,3792,1648,59,0
08/11/2020,14/11/2020,70-74,נקבה,4469,1528,68,0
08/11/2020,14/11/2020,70-74,לא ידוע,0,0,0,0
08/11/2020,14/11/2020,75-79,נקבה,2511,828,41,0
08/11/2020,14/11/2020,75-79,זכר,2162,888,40,0
08/11/2020,14/11/2020,75-79,לא ידוע,0,0,0,0
08/11/2020,14/11/2020,80+,לא ידוע,0,0,0,0
08/11/2020,14/11/2020,80+,נקבה,6900,1036,65,0
08/11/2020,14/11/2020,80+,זכר,3790,1006,37,0
08/11/2020,14/11/2020,NULL,נקבה,1343,988,28,0
08/11/2020,14/11/2020,NULL,לא ידוע,151,119,0,0
08/11/2020,14/11/2020,NULL,זכר,2067,1367,29,0
15/11/2020,21/11/2020,0-19,נקבה,27158,14584,679,0
15/11/2020,21/11/2020,0-19,לא ידוע,266,122,0,0
15/11/2020,21/11/2020,0-19,זכר,39028,16291,668,0
15/11/2020,21/11/2020,20-24,לא ידוע,16,0,0,0
15/11/2020,21/11/2020,20-24,זכר,12132,3667,187,0
15/11/2020,21/11/2020,20-24,נקבה,9840,3780,262,0
15/11/2020,21/11/2020,25-29,נקבה,11786,4241,238,0
15/11/2020,21/11/2020,25-29,לא ידוע,32,18,0,0
15/11/2020,21/11/2020,25-29,זכר,10312,3967,185,0
15/11/2020,21/11/2020,30-34,לא ידוע,63,30,0,0
15/11/2020,21/11/2020,30-34,נקבה,12652,4420,240,0
15/11/2020,21/11/2020,30-34,זכר,10697,4279,160,0
15/11/2020,21/11/2020,35-39,זכר,10236,4133,170,0
15/11/2020,21/11/2020,35-39,נקבה,12354,4367,204,0
15/11/2020,21/11/2020,35-39,לא ידוע,74,19,0,0
15/11/2020,21/11/2020,40-44,לא ידוע,41,18,0,0
15/11/2020,21/11/2020,40-44,זכר,9814,4177,154,0
15/11/2020,21/11/2020,40-44,נקבה,12197,4032,200,0
15/11/2020,21/11/2020,45-49,נקבה,11695,3600,203,0
15/11/2020,21/11/2020,45-49,לא ידוע,37,17,0,0
15/11/2020,21/11/2020,45-49,זכר,9263,3989,160,0
15/11/2020,21/11/2020,50-54,לא ידוע,17,0,0,0
15/11/2020,21/11/2020,50-54,נקבה,10723,3045,161,0
15/11/2020,21/11/2020,50-54,זכר,7716,3354,131,0
15/11/2020,21/11/2020,55-59,נקבה,9923,2724,125,0
15/11/2020,21/11/2020,55-59,זכר,6965,2823,123,0
15/11/2020,21/11/2020,55-59,לא ידוע,21,0,0,0
15/11/2020,21/11/2020,60-64,נקבה,8866,2623,110,0
15/11/2020,21/11/2020,60-64,זכר,6482,2618,109,0
15/11/2020,21/11/2020,60-64,לא ידוע,0,0,0,0
15/11/2020,21/11/2020,65-69,נקבה,6834,2255,76,0
15/11/2020,21/11/2020,65-69,זכר,5734,2525,88,0
15/11/2020,21/11/2020,65-69,לא ידוע,0,0,0,0
15/11/2020,21/11/2020,70-74,זכר,4425,1833,57,0
15/11/2020,21/11/2020,70-74,נקבה,5091,1762,63,0
15/11/2020,21/11/2020,70-74,לא ידוע,0,0,0,0
15/11/2020,21/11/2020,75-79,נקבה,2561,843,42,0
15/11/2020,21/11/2020,75-79,זכר,2297,866,35,0
15/11/2020,21/11/2020,75-79,לא ידוע,0,0,0,0
15/11/2020,21/11/2020,80+,לא ידוע,15,0,0,0
15/11/2020,21/11/2020,80+,נקבה,7122,1016,72,20
15/11/2020,21/11/2020,80+,זכר,3724,881,41,0
15/11/2020,21/11/2020,NULL,נקבה,1841,1307,29,0
15/11/2020,21/11/2020,NULL,לא ידוע,279,243,0,0
15/11/2020,21/11/2020,NULL,זכר,2402,1625,37,0
22/11/2020,28/11/2020,0-19,נקבה,33661,17752,878,0
22/11/2020,28/11/2020,0-19,לא ידוע,263,125,0,0
22/11/2020,28/11/2020,0-19,זכר,41061,18676,850,0
22/11/2020,28/11/2020,20-24,לא ידוע,0,0,0,0
22/11/2020,28/11/2020,20-24,זכר,12338,4270,270,0
22/11/2020,28/11/2020,20-24,נקבה,11382,4374,324,0
22/11/2020,28/11/2020,25-29,נקבה,13208,4669,301,0
22/11/2020,28/11/2020,25-29,לא ידוע,44,22,0,0
22/11/2020,28/11/2020,25-29,זכר,11675,4463,221,0
22/11/2020,28/11/2020,30-34,לא ידוע,75,31,0,0
22/11/2020,28/11/2020,30-34,נקבה,13833,4890,295,0
22/11/2020,28/11/2020,30-34,זכר,12493,4967,224,0
22/11/2020,28/11/2020,35-39,זכר,12133,4935,214,0
22/11/2020,28/11/2020,35-39,נקבה,13809,4772,259,0
22/11/2020,28/11/2020,35-39,לא ידוע,96,40,0,0
22/11/2020,28/11/2020,40-44,לא ידוע,61,33,0,0
22/11/2020,28/11/2020,40-44,זכר,11598,4832,202,0
22/11/2020,28/11/2020,40-44,נקבה,13592,4434,229,0
22/11/2020,28/11/2020,45-49,נקבה,13443,4333,249,0
22/11/2020,28/11/2020,45-49,לא ידוע,49,26,0,0
22/11/2020,28/11/2020,45-49,זכר,10937,4684,186,0
22/11/2020,28/11/2020,50-54,לא ידוע,38,24,0,0
22/11/2020,28/11/2020,50-54,נקבה,12058,3553,200,0
22/11/2020,28/11/2020,50-54,זכר,9366,4065,172,0
22/11/2020,28/11/2020,55-59,נקבה,10759,3032,171,0
22/11/2020,28/11/2020,55-59,זכר,8224,3407,140,0
22/11/2020,28/11/2020,55-59,לא ידוע,19,0,0,0
22/11/2020,28/11/2020,60-64,נקבה,9349,2833,129,0
22/11/2020,28/11/2020,60-64,זכר,7518,3131,112,0
22/11/2020,28/11/2020,60-64,לא ידוע,16,0,0,0
22/11/2020,28/11/2020,65-69,נקבה,7405,2483,113,0
22/11/2020,28/11/2020,65-69,זכר,6406,2867,89,0
22/11/2020,28/11/2020,65-69,לא ידוע,0,0,0,0
22/11/2020,28/11/2020,70-74,זכר,4985,2170,86,0
22/11/2020,28/11/2020,70-74,נקבה,5453,1854,75,0
22/11/2020,28/11/2020,70-74,לא ידוע,0,0,0,0
22/11/2020,28/11/2020,75-79,נקבה,2786,926,31,0
22/11/2020,28/11/2020,75-79,זכר,2519,984,50,0
22/11/2020,28/11/2020,75-79,לא ידוע,0,0,0,0
22/11/2020,28/11/2020,80+,לא ידוע,20,0,0,0
22/11/2020,28/11/2020,80+,נקבה,7105,1112,81,0
22/11/2020,28/11/2020,80+,זכר,3907,1049,41,0
22/11/2020,28/11/2020,NULL,נקבה,2352,1836,31,0
22/11/2020,28/11/2020,NULL,לא ידוע,1214,211,15,0
22/11/2020,28/11/2020,NULL,זכר,3369,2543,45,0
29/11/2020,05/12/2020,0-19,נקבה,46581,24604,1194,0
29/11/2020,05/12/2020,0-19,לא ידוע,273,163,0,0
29/11/2020,05/12/2020,0-19,זכר,53427,24861,1262,0
29/11/2020,05/12/2020,20-24,לא ידוע,53,47,0,0
29/11/2020,05/12/2020,20-24,זכר,13250,4546,362,0
29/11/2020,05/12/2020,20-24,נקבה,13337,4938,476,0
29/11/2020,05/12/2020,25-29,נקבה,15122,5138,436,0
29/11/2020,05/12/2020,25-29,לא ידוע,57,29,0,0
29/11/2020,05/12/2020,25-29,זכר,13140,4592,319,0
29/11/2020,05/12/2020,30-34,לא ידוע,75,29,0,0
29/11/2020,05/12/2020,30-34,נקבה,16043,5337,371,0
29/11/2020,05/12/2020,30-34,זכר,14014,5002,299,0
29/11/2020,05/12/2020,35-39,זכר,13418,4898,290,0
29/11/2020,05/12/2020,35-39,נקבה,15647,5181,364,0
29/11/2020,05/12/2020,35-39,לא ידוע,105,36,0,0
29/11/2020,05/12/2020,40-44,לא ידוע,67,23,0,0
29/11/2020,05/12/2020,40-44,זכר,13166,5065,270,0
29/11/2020,05/12/2020,40-44,נקבה,15765,5131,355,0
29/11/2020,05/12/2020,45-49,נקבה,15387,4785,295,0
29/11/2020,05/12/2020,45-49,לא ידוע,65,30,0,0
29/11/2020,05/12/2020,45-49,זכר,12464,4898,293,0
29/11/2020,05/12/2020,50-54,לא ידוע,40,18,0,0
29/11/2020,05/12/2020,50-54,נקבה,13479,3812,302,0
29/11/2020,05/12/2020,50-54,זכר,10366,3919,223,0
29/11/2020,05/12/2020,55-59,נקבה,12118,3322,242,0
29/11/2020,05/12/2020,55-59,זכר,9248,3487,200,0
29/11/2020,05/12/2020,55-59,לא ידוע,27,0,0,0
29/11/2020,05/12/2020,60-64,נקבה,10600,3157,190,0
29/11/2020,05/12/2020,60-64,זכר,8308,3034,190,0
29/11/2020,05/12/2020,60-64,לא ידוע,0,0,0,0
29/11/2020,05/12/2020,65-69,נקבה,8319,2776,160,0
29/11/2020,05/12/2020,65-69,זכר,7155,2893,150,0
29/11/2020,05/12/2020,65-69,לא ידוע,0,0,0,0
29/11/2020,05/12/2020,70-74,זכר,5638,2277,130,0
29/11/2020,05/12/2020,70-74,נקבה,6117,2121,127,0
29/11/2020,05/12/2020,70-74,לא ידוע,0,0,0,0
29/11/2020,05/12/2020,75-79,נקבה,3330,1016,72,0
29/11/2020,05/12/2020,75-79,זכר,2934,1128,72,0
29/11/2020,05/12/2020,75-79,לא ידוע,0,0,0,0
29/11/2020,05/12/2020,80+,לא ידוע,21,0,0,0
29/11/2020,05/12/2020,80+,נקבה,9592,1353,131,0
29/11/2020,05/12/2020,80+,זכר,4977,1214,93,0
29/11/2020,05/12/2020,NULL,נקבה,2417,1814,32,0
29/11/2020,05/12/2020,NULL,לא ידוע,595,220,0,0
29/11/2020,05/12/2020,NULL,זכר,3670,2620,53,0
06/12/2020,12/12/2020,0-19,נקבה,60650,29977,1674,0
06/12/2020,12/12/2020,0-19,לא ידוע,355,203,0,0
06/12/2020,12/12/2020,0-19,זכר,68033,30994,1616,0
06/12/2020,12/12/2020,20-24,לא ידוע,52,47,0,0
06/12/2020,12/12/2020,20-24,זכר,15193,5049,512,0
06/12/2020,12/12/2020,20-24,נקבה,15449,5544,585,0
