date,count,week
27/10/2008,174,44
03/11/2008,189,45
10/11/2008,183,46
17/11/2008,190,47
24/11/2008,211,48
01/12/2008,227,49
08/12/2008,214,50
15/12/2008,203,51
22/12/2008,221,52
29/12/2008,223,1
05/01/2009,253,2
12/01/2009,202,3
19/01/2009,221,4
26/01/2009,214,5
02/02/2009,207,6
09/02/2009,205,7
16/02/2009,218,8
23/02/2009,219,9
02/03/2009,206,10
09/03/2009,205,11
16/03/2009,207,12
23/03/2009,199,13
30/03/2009,206,14
06/04/2009,164,15
13/04/2009,202,16
20/04/2009,212,17
27/04/2009,214,18
04/05/2009,208,19
11/05/2009,175,20
18/05/2009,170,21
25/05/2009,209,22
01/06/2009,175,23
08/06/2009,170,24
15/06/2009,185,25
22/06/2009,175,26
29/06/2009,194,27
06/07/2009,200,28
13/07/2009,195,29
20/07/2009,196,30
27/07/2009,227,31
03/08/2009,187,32
10/08/2009,205,33
17/08/2009,194,34
24/08/2009,186,35
31/08/2009,186,36
07/09/2009,192,37
14/09/2009,189,38
21/09/2009,185,39
28/09/2009,172,40
05/10/2009,223,41
12/10/2009,200,42
19/10/2009,204,43
26/10/2009,216,44
02/11/2009,179,45
09/11/2009,208,46
16/11/2009,180,47
23/11/2009,212,48
30/11/2009,211,49
07/12/2009,191,50
14/12/2009,220,51
21/12/2009,249,52
22/12/2009,189,53
04/01/2010,217,1
11/01/2010,215,2
18/01/2010,231,3
25/01/2010,218,4
01/02/2010,190,5
08/02/2010,229,6
15/02/2010,203,7
22/02/2010,210,8
01/03/2010,226,9
08/03/2010,212,10
15/03/2010,185,11
22/03/2010,219,12
29/03/2010,208,13
05/04/2010,192,14
12/04/2010,213,15
19/04/2010,190,16
26/04/2010,175,17
03/05/2010,203,18
10/05/2010,189,19
17/05/2010,204,20
24/05/2010,173,21
31/05/2010,191,22
07/06/2010,194,23
14/06/2010,192,24
21/06/2010,212,25
28/06/2010,188,26
05/07/2010,172,27
12/07/2010,164,28
19/07/2010,196,29
26/07/2010,217,30
02/08/2010,222,31
09/08/2010,194,32
16/08/2010,213,33
23/08/2010,209,34
30/08/2010,210,35
06/09/2010,189,36
13/09/2010,232,37
20/09/2010,193,38
27/09/2010,173,39
04/10/2010,184,40
11/10/2010,219,41
18/10/2010,202,42
25/10/2010,194,43
01/11/2010,176,44
08/11/2010,212,45
15/11/2010,189,46
22/11/2010,192,47
29/11/2010,262,48
06/12/2010,204,49
13/12/2010,234,50
20/12/2010,223,51
27/12/2010,244,52
03/01/2011,237,1
10/01/2011,224,2
17/01/2011,215,3
24/01/2011,239,4
31/01/2011,239,5
07/02/2011,230,6
14/02/2011,229,7
21/02/2011,237,8
28/02/2011,213,9
07/03/2011,198,10
14/03/2011,231,11
21/03/2011,202,12
28/03/2011,234,13
04/04/2011,205,14
11/04/2011,211,15
18/04/2011,184,16
25/04/2011,191,17
02/05/2011,198,18
09/05/2011,190,19
16/05/2011,206,20
23/05/2011,202,21
30/05/2011,199,22
06/06/2011,216,23
13/06/2011,191,24
20/06/2011,218,25
27/06/2011,189,26
04/07/2011,169,27
11/07/2011,197,28
18/07/2011,198,29
25/07/2011,181,30
01/08/2011,204,31
08/08/2011,211,32
15/08/2011,216,33
22/08/2011,203,34
29/08/2011,197,35
05/09/2011,215,36
12/09/2011,223,37
19/09/2011,185,38
26/09/2011,192,39
03/10/2011,218,40
10/10/2011,179,41
17/10/2011,167,42
24/10/2011,185,43
31/10/2011,214,44
07/11/2011,224,45
14/11/2011,217,46
21/11/2011,211,47
28/11/2011,216,48
05/12/2011,195,49
12/12/2011,227,50
19/12/2011,209,51
26/12/2011,215,52
02/01/2012,230,1
09/01/2012,209,2
16/01/2012,226,3
23/01/2012,197,4
30/01/2012,227,5
06/02/2012,224,6
